"","words","n","pos","neg"
"5509","hasya",1,0,1
"5510","hateeee",1,0,1
"5511","hatessuce32429",1,1,0
"5512","hatigii",1,0,1
"5513","hauc",1,1,0
"5514","hav",1,0,1
"5515","haveagoodday",1,1,0
"5516","havuuuuuloveyou",1,1,0
"5517","haw",1,1,0
"5518","hawako",1,0,1
"5519","hayley",1,1,0
"5520","hayli",1,1,0
"5521","hayst",1,0,1
"5522","hazel",1,1,0
"5523","hbdme",1,1,0
"5524","headack",1,0,1
"5525","headphon",1,0,1
"5526","heal",1,1,0
"5527","healthier",1,0,1
"5528","healthylifestyl",1,1,0
"5529","heap",1,0,1
"5530","hearess677",1,0,1
"5531","heartach",1,0,1
"5532","heartbeat",1,1,0
"5533","heathrow",1,0,1
"5534","heatwav",1,1,0
"5535","hediy",1,1,0
"5536","heechul",1,1,0
"5537","heeeeyyy",1,1,0
"5538","heheh",1,1,0
"5539","heheok",1,1,0
"5540","helium",1,0,1
"5541","hellish",1,0,1
"5542","hellooooooooo",1,1,0
"5543","helmi",1,0,1
"5544","helpfulsens",1,0,1
"5545","helpinggroupdm",1,1,0
"5546","helppp",1,0,1
"5547","helpppp",1,0,1
"5548","helsinki",1,1,0
"5549","hen",1,0,1
"5550","henc",1,1,0
"5551","henessydiari",1,1,0
"5552","herb",1,1,0
"5553","herself",1,0,1
"5554","heswifi",1,1,0
"5555","heyi",1,0,1
"5556","heyyyyy",1,0,1
"5557","hhahahahaha",1,1,0
"5558","hibb",1,0,1
"5559","hickey",1,1,0
"5560","hidden",1,1,0
"5561","hierro",1,0,1
"5562","highest",1,1,0
"5563","highlight",1,0,1
"5564","highschoolday",1,1,0
"5565","hih",1,1,0
"5566","hihihi",1,1,0
"5567","hike",1,0,1
"5568","hilarioussup",1,1,0
"5569","hillari",1,1,0
"5570","hilli",1,1,0
"5571","himach",1,1,0
"5572","himher",1,1,0
"5573","himmat",1,1,0
"5574","himseek8",1,0,1
"5575","hinala",1,1,0
"5576","hinanap",1,0,1
"5577","hind",1,0,1
"5578","hindi",1,0,1
"5579","hion",1,0,1
"5580","hiondsheings58543",1,0,1
"5581","hippo",1,1,0
"5582","hipster",1,1,0
"5583","hire",1,1,0
"5584","hisaab",1,1,0
"5585","hiss",1,1,0
"5586","hitler",1,1,0
"5587","hitmark",1,0,1
"5588","hive",1,0,1
"5589","hmmmask",1,1,0
"5590","hmph",1,0,1
"5591","hmyke",1,0,1
"5592","hnnnnnnn",1,0,1
"5593","hobbi",1,1,0
"5594","hock",1,1,0
"5595","hoe",1,0,1
"5596","hogo",1,0,1
"5597","hoki",1,1,0
"5598","hol",1,0,1
"5599","hola",1,1,0
"5600","holborn",1,1,0
"5601","holder",1,1,0
"5602","holi",1,0,1
"5603","holist",1,1,0
"5604","hologram",1,1,0
"5605","homebas",1,1,0
"5606","homebound",1,1,0
"5607","homegirl",1,1,0
"5608","homey",1,1,0
"5609","homosexu",1,1,0
"5610","hon",1,1,0
"5611","honesti",1,0,1
"5612","honestlymor",1,0,1
"5613","honma",1,0,1
"5614","honour",1,1,0
"5615","hood",1,1,0
"5616","hooh",1,1,0
"5617","hop",1,0,1
"5618","hopehousekid",1,1,0
"5619","hopeyou",1,1,0
"5620","hopia",1,0,1
"5621","hopkin",1,0,1
"5622","hopper",1,0,1
"5623","horrend",1,0,1
"5624","horserac",1,1,0
"5625","horseracingtip",1,1,0
"5626","horton",1,0,1
"5627","hotairballoon",1,1,0
"5628","hotb",1,1,0
"5629","hoteemi",1,1,0
"5630","hotmusicdeloco",1,1,0
"5631","hotnsexi",1,1,0
"5632","hotscratch",1,0,1
"5633","hotspotwithdanri",1,0,1
"5634","hotti",1,0,1
"5635","hotwheel",1,0,1
"5636","hound",1,1,0
"5637","housem",1,1,0
"5638","houston",1,1,0
"5639","howdo",1,0,1
"5640","howr",1,1,0
"5641","hoxton",1,1,0
"5642","hozier",1,0,1
"5643","hpc",1,1,0
"5644","hq",1,1,0
"5645","hrdstellobama",1,1,0
"5646","hrryok",1,0,1
"5647","hschool",1,1,0
"5648","hse",1,0,1
"5649","hsm",1,0,1
"5650","hsould",1,0,1
"5651","hsr",1,1,0
"5652","ht",1,1,0
"5653","htaccess",1,1,0
"5654","html",1,0,1
"5655","hub",1,0,1
"5656","hubba",1,0,1
"5657","hueeeee",1,0,1
"5658","huehu",1,0,1
"5659","hugsx",1,1,0
"5660","huhuhu",1,0,1
"5661","huhuhuhu",1,0,1
"5662","huhuhuhuhu",1,0,1
"5663","huhuu",1,0,1
"5664","hulkamania",1,0,1
"5665","humanist",1,1,0
"5666","humid",1,1,0
"5667","humphrey",1,1,0
"5668","hunde6",1,0,1
"5669","hundr",1,0,1
"5670","hunger",1,1,0
"5671","hungrrrryyi",1,0,1
"5672","huni",1,1,0
"5673","hunt",1,1,0
"5674","hurray",1,1,0
"5675","hushedcallwithfraydo",1,1,0
"5676","huski",1,1,0
"5677","huvvft",1,0,1
"5678","huxley",1,1,0
"5679","hwait",1,1,0
"5680","hwi",1,0,1
"5681","hws",1,0,1
"5682","hxh",1,1,0
"5683","hygien",1,1,0
"5684","hype",1,1,0
"5685","hyperbulli",1,0,1
"5686","hypercholesteloremia",1,0,1
"5687","hypocrit",1,1,0
"5688","hyung",1,0,1
"5689","hyungbot",1,1,0
"5690","hyungwon",1,0,1
"5691","ia",1,0,1
"5692","iamamonst",1,1,0
"5693","iamca",1,1,0
"5694","ian",1,1,0
"5695","ic",1,0,1
"5696","icecreammast",1,1,0
"5697","iceland",1,1,0
"5698","icepack",1,0,1
"5699","icloud",1,0,1
"5700","icu",1,0,1
"5701","idek",1,0,1
"5702","ident",1,0,1
"5703","idiot",1,1,0
"5704","iero",1,1,0
"5705","ifc",1,1,0
"5706","ifeelyou",1,0,1
"5707","ifimeetanalien",1,1,0
"5708","iflix",1,1,0
"5709","ifsc",1,0,1
"5710","ifwhen",1,1,0
"5711","igbo",1,0,1
"5712","iger",1,1,0
"5713","igersoftheday",1,0,1
"5714","ihhh",1,0,1
"5715","ihop",1,0,1
"5716","ii",1,0,1
"5717","iirc",1,1,0
"5718","ij",1,0,1
"5719","ikea",1,0,1
"5720","ilhoon",1,0,1
"5721","illa",1,0,1
"5722","illadvis",1,1,0
"5723","illustr",1,1,0
"5724","iloveyouu",1,0,1
"5725","ily2",1,1,0
"5726","ilymelani",1,0,1
"5727","ima",1,1,0
"5728","imac",1,0,1
"5729","img",1,1,0
"5730","imintoh",1,0,1
"5731","imiss",1,0,1
"5732","imit",1,0,1
"5733","imitatia",1,1,0
"5734","immatur",1,1,0
"5735","immigr",1,1,0
"5736","immov",1,0,1
"5737","immun",1,0,1
"5738","impact",1,0,1
"5739","impair",1,1,0
"5740","imper",1,0,1
"5741","imperi",1,0,1
"5742","impli",1,1,0
"5743","impress",1,1,0
"5744","impressivewhat",1,1,0
"5745","imsorri",1,0,1
"5746","imveryverysorri",1,0,1
"5747","inaccur",1,0,1
"5748","inaccuraci",1,0,1
"5749","inapp",1,1,0
"5750","inapropri",1,0,1
"5751","inatal",1,0,1
"5752","inbox",1,1,0
"5753","inca",1,0,1
"5754","incal",1,1,0
"5755","incid",1,0,1
"5756","incom",1,1,0
"5757","incomplet",1,1,0
"5758","incompleta",1,0,1
"5759","incorrect",1,1,0
"5760","incredibleindia",1,1,0
"5761","independ",1,1,0
"5762","indiana",1,0,1
"5763","indiankultur",1,1,0
"5764","indict",1,0,1
"5765","indiffer",1,1,0
"5766","indirect",1,1,0
"5767","indo",1,1,0
"5768","indonesian",1,1,0
"5769","ineedfeminismbecaus",1,1,0
"5770","infect",1,1,0
"5771","infirm",1,1,0
"5772","inflat",1,0,1
"5773","influenti",1,0,1
"5774","infograph",1,1,0
"5775","infra",1,0,1
"5776","infrar",1,1,0
"5777","infrastructur",1,0,1
"5778","infrastructureteachersdoctorsnursesparamedicsampoth",1,0,1
"5779","ingat",1,1,0
"5780","inglewood",1,0,1
"5781","inhal",1,1,0
"5782","inhous",1,1,0
"5783","ini",1,0,1
"5784","injustic",1,1,0
"5785","innoc",1,0,1
"5786","innov",1,1,0
"5787","innumer",1,1,0
"5788","input",1,0,1
"5789","inquisitor",1,1,0
"5790","insan",1,0,1
"5791","insensitivenessridicul",1,0,1
"5792","inshaaallah",1,1,0
"5793","inshaallah",1,1,0
"5794","inshallah",1,1,0
"5795","insidi",1,1,0
"5796","insomnia",1,1,0
"5797","insonia",1,0,1
"5798","inspi",1,0,1
"5799","inspirit",1,0,1
"5800","inspit",1,1,0
"5801","insta",1,0,1
"5802","instagood",1,1,0
"5803","institut",1,1,0
"5804","instruct",1,1,0
"5805","int",1,0,1
"5806","intellect",1,1,0
"5807","intend",1,1,0
"5808","intent",1,0,1
"5809","intoler",1,0,1
"5810","introduct",1,1,0
"5811","invalid",1,0,1
"5812","investig",1,0,1
"5813","invoic",1,1,0
"5814","ion",1,0,1
"5815","ios8",1,1,0
"5816","iov",1,1,0
"5817","iplay",1,1,0
"5818","iqbal",1,1,0
"5819","iqrar",1,1,0
"5820","iran",1,0,1
"5821","irand",1,0,1
"5822","iraq",1,0,1
"5823","ironi",1,0,1
"5824","irrespons",1,0,1
"5825","isaac",1,1,0
"5826","ise",1,0,1
"5827","ish",1,1,0
"5828","ishal",1,0,1
"5829","isibaya",1,0,1
"5830","islamist",1,1,0
"5831","iso",1,1,0
"5832","isp",1,1,0
"5833","isra",1,0,1
"5834","israel",1,0,1
"5835","istanya",1,0,1
"5836","istg",1,0,1
"5837","italian",1,1,0
"5838","itmorn",1,1,0
"5839","itokay",1,0,1
"5840","itong",1,0,1
"5841","itsamarvelth",1,1,0
"5842","itself",1,1,0
"5843","itter",1,1,0
"5844","itv",1,1,0
"5845","ivan",1,0,1
"5846","ivyi",1,1,0
"5847","ivypowel19",1,1,0
"5848","iwantin",1,0,1
"5849","iyalaya",1,0,1
"5850","iz",1,0,1
"5851","izumi",1,1,0
"5852","izzat",1,1,0
"5853","izzi",1,0,1
"5854","j11",1,0,1
"5855","j8",1,0,1
"5856","jaann",1,1,0
"5857","jace",1,0,1
"5858","jacket",1,0,1
"5859","jaclintil",1,0,1
"5860","jadin",1,0,1
"5861","jah",1,1,0
"5862","jailbroken",1,1,0
"5863","jake",1,0,1
"5864","jalulu",1,1,0
"5865","jam",1,0,1
"5866","jami",1,1,0
"5867","jamiele",1,1,0
"5868","jampk",1,1,0
"5869","jang",1,1,0
"5870","jannatul",1,0,1
"5871","januari",1,1,0
"5872","jarraaaaa",1,1,0
"5873","jasmingarrick",1,0,1
"5874","jasonamprob",1,1,0
"5875","jasper",1,0,1
"5876","jaspernationalpark",1,0,1
"5877","java",1,1,0
"5878","jax",1,1,0
"5879","jaya",1,0,1
"5880","jaysus",1,0,1
"5881","jb",1,1,0
"5882","jcreport",1,1,0
"5883","jdjdjdjd",1,0,1
"5884","jds",1,1,0
"5885","je",1,0,1
"5886","jeb",1,0,1
"5887","jebbush",1,0,1
"5888","jedzjabłka",1,1,0
"5889","jeebus",1,0,1
"5890","jehwan",1,1,0
"5891","jelli",1,1,0
"5892","jelous",1,0,1
"5893","jemma",1,0,1
"5894","jen",1,0,1
"5895","jenna",1,1,0
"5896","jenni",1,1,0
"5897","jennif",1,1,0
"5898","jentop",1,1,0
"5899","jeremy4lead",1,1,0
"5900","jerk",1,0,1
"5901","jeslyn",1,0,1
"5902","jest",1,0,1
"5903","jet",1,0,1
"5904","jezwecan",1,1,0
"5905","jfc",1,0,1
"5906","jhalak",1,0,1
"5907","jhezz",1,0,1
"5908","jiba",1,1,0
"5909","jilla",1,1,0
"5910","jillmill19",1,1,0
"5911","jing",1,1,0
"5912","jinki",1,0,1
"5913","jisoo",1,0,1
"5914","jisung",1,1,0
"5915","jiyeon",1,1,0
"5916","jlo",1,1,0
"5917","jlover",1,1,0
"5918","jmu",1,0,1
"5919","jo",1,1,0
"5920","joc",1,0,1
"5921","jog",1,1,0
"5922","johnforceo",1,1,0
"5923","johnyherbert",1,1,0
"5924","joim",1,1,0
"5925","jointit",1,1,0
"5926","jokid",1,0,1
"5927","jolli",1,0,1
"5928","jone",1,1,0
"5929","jong",1,0,1
"5930","jongda",1,0,1
"5931","jonginuh",1,1,0
"5932","jordanian",1,1,0
"5933","joselito",1,1,0
"5934","josephin",1,1,0
"5935","jotzh",1,1,0
"5936","jouch",1,0,1
"5937","journal",1,1,0
"5938","journo",1,0,1
"5939","journorequest",1,1,0
"5940","joycecalm",1,0,1
"5941","jozi",1,1,0
"5942","jps",1,0,1
"5943","jr",1,1,0
"5944","jsl",1,1,0
"5945","jst",1,1,0
"5946","ju",1,1,0
"5947","judgment",1,1,0
"5948","judi",1,1,0
"5949","judo",1,1,0
"5950","juga",1,1,0
"5951","juggl",1,1,0
"5952","juic",1,1,0
"5953","juicebro",1,1,0
"5954","juja",1,0,1
"5955","julia",1,1,0
"5956","juliana",1,0,1
"5957","july24th",1,1,0
"5958","jumma",1,1,0
"5959","jummah",1,1,0
"5960","jummamubarak",1,1,0
"5961","jummamubarik",1,1,0
"5962","jummapray",1,1,0
"5963","jumpgiant",1,1,0
"5964","jumpsuit",1,1,0
"5965","jungl",1,1,0
"5966","junhe",1,0,1
"5967","junmyeon",1,0,1
"5968","jurass",1,1,0
"5969","juri",1,0,1
"5970","just",1,1,0
"5971","justget",1,0,1
"5972","justgotkanekifi",1,0,1
"5973","jute",1,1,0
"5974","juudiciari",1,0,1
"5975","k3g",1,0,1
"5976","kadhafi",1,0,1
"5977","kafi",1,0,1
"5978","kaha",1,0,1
"5979","kahaaaa",1,0,1
"5980","kahfi",1,1,0
"5981","kahlil",1,1,0
"5982","kale",1,1,0
"5983","kalin",1,1,0
"5984","kall",1,1,0
"5985","kam",1,0,1
"5986","kamaal",1,1,0
"5987","kami",1,1,0
"5988","kamiss",1,0,1
"5989","kandekj",1,0,1
"5990","kang",1,0,1
"5991","kangin",1,1,0
"5992","kansai",1,1,0
"5993","kany",1,0,1
"5994","kapatidkongpogi",1,0,1
"5995","kapima",1,1,0
"5996","kar",1,1,0
"5997","karani",1,1,0
"5998","karaok",1,0,1
"5999","karen",1,1,0
"6000","karibumombasa",1,1,0
"6001","karin",1,0,1
"6002","karlia",1,0,1
"6003","kart",1,1,0
"6004","kashi",1,1,0
"6005","kasi",1,0,1
"6006","kaslkdja",1,0,1
"6007","katamari",1,1,0
"6008","katee",1,0,1
"6009","katekyn",1,0,1
"6010","katerina",1,1,0
"6011","kathd",1,0,1
"6012","kathryn",1,1,0
"6013","katmtan",1,1,0
"6014","kaussi",1,0,1
"6015","kawaii",1,0,1
"6016","kayla",1,0,1
"6017","kayo",1,0,1
"6018","kbs",1,0,1
"6019","kbye",1,0,1
"6020","kca",1,1,0
"6021","kebab",1,0,1
"6022","kebaya",1,0,1
"6023","kebun",1,1,0
"6024","keedz",1,0,1
"6025","keeno",1,0,1
"6026","keepin",1,1,0
"6027","keesh",1,1,0
"6028","kei",1,0,1
"6029","kelli",1,1,0
"6030","ken",1,0,1
"6031","kendal",1,0,1
"6032","kennat",1,0,1
"6033","kennel",1,0,1
"6034","kenya",1,1,0
"6035","kepler452b",1,1,0
"6036","kernel",1,1,0
"6037","kesa",1,1,0
"6038","ketchup",1,0,1
"6039","kev",1,1,0
"6040","keybind",1,0,1
"6041","kgola",1,0,1
"6042","kha",1,1,0
"6043","khami",1,0,1
"6044","khani",1,0,1
"6045","kharap",1,0,1
"6046","khawateen",1,1,0
"6047","khloe",1,0,1
"6048","kianweareproud",1,1,0
"6049","kickstart",1,1,0
"6050","kiddo",1,0,1
"6051","kidschoiceawards2015",1,0,1
"6052","kilig",1,0,1
"6053","killin",1,1,0
"6054","killua",1,1,0
"6055","kimaaaaaani",1,0,1
"6056","kin",1,1,0
"6057","kina",1,1,0
"6058","kinara",1,0,1
"6059","kindergarten",1,0,1
"6060","kingfish",1,1,0
"6061","kingfutureboss",1,0,1
"6062","kinick",1,1,0
"6063","kink",1,0,1
"6064","kinki",1,0,1
"6065","kisi",1,0,1
"6066","kissm",1,0,1
"6067","kitteh",1,1,0
"6068","kitten",1,1,0
"6069","kiya",1,0,1
"6070","kizomba",1,1,0
"6071","kk",1,0,1
"6072","kkk",1,1,0
"6073","klappertart",1,0,1
"6074","kleper452b",1,1,0
"6075","kme",1,0,1
"6076","knit",1,1,0
"6077","kno",1,1,0
"6078","knockin",1,0,1
"6079","knowfor",1,0,1
"6080","knowi",1,0,1
"6081","knowwww",1,0,1
"6082","koala",1,0,1
"6083","koe",1,0,1
"6084","koel",1,1,0
"6085","koffi",1,1,0
"6086","koi",1,0,1
"6087","konga",1,0,1
"6088","kos",1,0,1
"6089","koyal",1,1,0
"6090","kresna",1,1,0
"6091","krispi",1,0,1
"6092","kristin",1,1,0
"6093","krta",1,1,0
"6094","krystal",1,0,1
"6095","krystoria",1,0,1
"6096","ksoo",1,0,1
"6097","ktksbye",1,0,1
"6098","ku",1,1,0
"6099","kuchar",1,0,1
"6100","kuffar",1,1,0
"6101","kumbl",1,0,1
"6102","kumpul",1,1,0
"6103","kurt",1,0,1
"6104","kyungsoo",1,1,0
"6105","label",1,1,0
"6106","labyo",1,0,1
"6107","lace",1,0,1
"6108","lad",1,1,0
"6109","ladolcevitainluxembourg",1,1,0
"6110","ladygaga",1,0,1
"6111","ladyposs",1,1,0
"6112","lage",1,0,1
"6113","lagi",1,0,1
"6114","lagiii",1,1,0
"6115","lago",1,0,1
"6116","laguna",1,0,1
"6117","lahat",1,0,1
"6118","lahhh",1,0,1
"6119","lain",1,0,1
"6120","laiten",1,1,0
"6121","lake",1,1,0
"6122","lami",1,0,1
"6123","lamo",1,1,0
"6124","lamon",1,0,1
"6125","lan",1,1,0
"6126","langkawi",1,1,0
"6127","lani",1,1,0
"6128","lansi",1,0,1
"6129","laommacoutur",1,0,1
"6130","lapar",1,0,1
"6131","laper",1,0,1
"6132","laribuggi",1,0,1
"6133","laro",1,1,0
"6134","lart",1,0,1
"6135","laserlik",1,1,0
"6136","lass",1,1,0
"6137","lassi",1,1,0
"6138","latepost",1,1,0
"6139","latinhous",1,1,0
"6140","latmon",1,1,0
"6141","latt",1,0,1
"6142","laughingsmil",1,1,0
"6143","lawn",1,0,1
"6144","lawnmow",1,1,0
"6145","layer",1,1,0
"6146","lazyweekend",1,1,0
"6147","lblogger",1,1,0
"6148","lbs",1,1,0
"6149","lcs",1,0,1
"6150","leak",1,0,1
"6151","learnt",1,1,0
"6152","leas",1,0,1
"6153","leavework",1,0,1
"6154","lee",1,1,0
"6155","leeteuk",1,1,0
"6156","legal",1,1,0
"6157","legendari",1,0,1
"6158","legget",1,1,0
"6159","lego",1,0,1
"6160","legsupthewal",1,1,0
"6161","leia",1,1,0
"6162","leica",1,1,0
"6163","leicaq",1,1,0
"6164","lemess",1,1,0
"6165","lendal",1,1,0
"6166","leno",1,0,1
"6167","leo",1,1,0
"6168","leon",1,1,0
"6169","lepa",1,1,0
"6170","lesley",1,1,0
"6171","lession",1,1,0
"6172","letitgrow",1,1,0
"6173","letsfootbal",1,0,1
"6174","letsgetmessi",1,1,0
"6175","letshavecocktailsafternuclai",1,1,0
"6176","letsprocrastin",1,1,0
"6177","leviboard",1,1,0
"6178","lew",1,0,1
"6179","lfccw",1,0,1
"6180","li",1,0,1
"6181","liat",1,1,0
"6182","lib",1,0,1
"6183","libmysqlclientdev",1,0,1
"6184","lice",1,1,0
"6185","licenc",1,0,1
"6186","liceooooo",1,0,1
"6187","lifeso",1,1,0
"6188","lifestyl",1,1,0
"6189","lifetim",1,0,1
"6190","lifevideo",1,1,0
"6191","lifeyour",1,1,0
"6192","lightbox",1,1,0
"6193","lighter",1,1,0
"6194","ligo",1,0,1
"6195","likeouh",1,0,1
"6196","lilsisbro",1,1,0
"6197","lilydal",1,1,0
"6198","limbo",1,1,0
"6199","limpopo",1,1,0
"6200","linda",1,0,1
"6201","linguist",1,0,1
"6202","lini",1,0,1
"6203","linux",1,0,1
"6204","lipstick",1,0,1
"6205","liquid",1,1,0
"6206","liquoric",1,1,0
"6207","listenablecohes",1,1,0
"6208","litey",1,1,0
"6209","litro",1,0,1
"6210","liveonstream",1,1,0
"6211","livesex",1,1,0
"6212","livestream",1,0,1
"6213","livi",1,1,0
"6214","livid",1,0,1
"6215","liza",1,1,0
"6216","lizaminnelli",1,1,0
"6217","ljp5",1,0,1
"6218","llama",1,0,1
"6219","llaollao",1,0,1
"6220","lloyd",1,0,1
"6221","lmaooo",1,1,0
"6222","lmbo",1,0,1
"6223","lmfaoooo",1,0,1
"6224","lmfaooso",1,0,1
"6225","local",1,0,1
"6226","localgaragederbi",1,1,0
"6227","lockscreen",1,1,0
"6228","loftey",1,1,0
"6229","logic",1,1,0
"6230","login",1,0,1
"6231","loiyal",1,1,0
"6232","lolhook",1,1,0
"6233","lolipop",1,0,1
"6234","lollipop",1,1,0
"6235","lollll",1,1,0
"6236","lolz",1,1,0
"6237","lolzz",1,0,1
"6238","londondairi",1,1,0
"6239","loneliest",1,1,0
"6240","longdist",1,1,0
"6241","longeryet",1,0,1
"6242","longest",1,0,1
"6243","longggg",1,0,1
"6244","lookfortheo",1,1,0
"6245","looking4aspot",1,0,1
"6246","looooong",1,0,1
"6247","looooool",1,0,1
"6248","loooooov",1,1,0
"6249","loop",1,0,1
"6250","lootcrat",1,0,1
"6251","looww",1,0,1
"6252","lorenangel8",1,1,0
"6253","lori",1,1,0
"6254","lorm823",1,0,1
"6255","lorna",1,1,0
"6256","loryngood",1,1,0
"6257","lossstolen",1,0,1
"6258","lotion",1,1,0
"6259","loud",1,0,1
"6260","louisianashoot",1,0,1
"6261","lourd",1,0,1
"6262","lovabl",1,1,0
"6263","lovebird",1,0,1
"6264","loveli",1,1,0
"6265","lovenafianna",1,1,0
"6266","loveofmylif",1,0,1
"6267","lovessss",1,1,0
"6268","lovesummertim",1,1,0
"6269","lovey",1,0,1
"6270","loveyaaaah",1,1,0
"6271","lowbat",1,0,1
"6272","lower",1,1,0
"6273","lowest",1,0,1
"6274","lq",1,0,1
"6275","lrka",1,0,1
"6276","lsa",1,1,0
"6277","lsh",1,0,1
"6278","lt3333",1,1,0
"6279","ltffspecial",1,1,0
"6280","ltlt",1,1,0
"6281","lua",1,1,0
"6282","luceleva21",1,0,1
"6283","luci",1,1,0
"6284","luckili",1,1,0
"6285","luckyyyy",1,0,1
"6286","lucozad",1,0,1
"6287","ludlow",1,1,0
"6288","lue",1,1,0
"6289","luff",1,1,0
"6290","lui",1,0,1
"6291","lukkke",1,1,0
"6292","lukri",1,1,0
"6293","lumia",1,0,1
"6294","lumin",1,0,1
"6295","lune",1,0,1
"6296","lungomar",1,0,1
"6297","lupet",1,1,0
"6298","lure",1,0,1
"6299","lurgi",1,0,1
"6300","lush",1,0,1
"6301","lusi",1,0,1
"6302","lux",1,1,0
"6303","luxembourg",1,1,0
"6304","luxuous",1,1,0
"6305","luxuri",1,1,0
"6306","luxurytravel",1,1,0
"6307","lvg",1,0,1
"6308","lwwf",1,1,0
"6309","lycra",1,1,0
"6310","lyf",1,0,1
"6311","lyin",1,0,1
"6312","lyk",1,1,0
"6313","lyka",1,1,0
"6314","lymond",1,1,0
"6315","lynn",1,1,0
"6316","lyric",1,0,1
"6317","m20",1,0,1
"6318","m4",1,0,1
"6319","m5m6junction",1,0,1
"6320","m8",1,1,0
"6321","maaaaaay",1,1,0
"6322","maaf",1,1,0
"6323","mac",1,0,1
"6324","macauley",1,1,0
"6325","macbook",1,1,0
"6326","macci",1,0,1
"6327","macedonian",1,0,1
"6328","machaya",1,0,1
"6329","machineri",1,0,1
"6330","madam",1,1,0
"6331","madatt",1,0,1
"6332","madelin",1,1,0
"6333","madexx",1,0,1
"6334","madison",1,1,0
"6335","madonnafamili",1,1,0
"6336","madonnafan",1,1,0
"6337","madonnamademtv",1,1,0
"6338","magcon",1,0,1
"6339","mager",1,0,1
"6340","maggi",1,1,0
"6341","magicalkenya",1,1,0
"6342","magicalmysterytour",1,1,0
"6343","magisa",1,0,1
"6344","magnific",1,1,0
"6345","magpaalam",1,0,1
"6346","magpi",1,0,1
"6347","magstart",1,1,0
"6348","mahilig",1,0,1
"6349","mahirap",1,0,1
"6350","mahnor",1,1,0
"6351","mahon",1,0,1
"6352","mairi",1,1,0
"6353","majhwar",1,0,1
"6354","mak",1,1,0
"6355","makati",1,0,1
"6356","makeov",1,1,0
"6357","maker",1,1,0
"6358","makesm",1,1,0
"6359","makna",1,1,0
"6360","maldiv",1,0,1
"6361","males",1,1,0
"6362","mallick",1,1,0
"6363","malta",1,1,0
"6364","mamabear",1,0,1
"6365","mamaya",1,1,0
"6366","mamayang",1,1,0
"6367","mambulli",1,0,1
"6368","mamma",1,1,0
"6369","mammoth",1,0,1
"6370","mampm",1,0,1
"6371","mañana",1,0,1
"6372","manbearpig",1,0,1
"6373","mandela",1,1,0
"6374","manga",1,0,1
"6375","manh",1,1,0
"6376","maniataki",1,1,0
"6377","manifest",1,1,0
"6378","manilabro",1,1,0
"6379","manner",1,1,0
"6380","manni",1,1,0
"6381","mano",1,1,0
"6382","manteca",1,0,1
"6383","manthan",1,1,0
"6384","manuel",1,1,0
"6385","manuella",1,1,0
"6386","manush",1,0,1
"6387","manzano",1,0,1
"6388","mapbox",1,1,0
"6389","mar",1,1,0
"6390","mara",1,0,1
"6391","marai",1,1,0
"6392","marco",1,1,0
"6393","mare",1,0,1
"6394","margo",1,0,1
"6395","maricarljanah",1,1,0
"6396","marino",1,0,1
